API名称,语言,SDK变更版本,影响版本,标题,代码位置,修复状态,变更类型
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\form_cards\FlipCoinCard.ets:37,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\form_cards\RandomColorsCard.ets:13,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\form_cards\RollDiceCard.ets:16,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\pages\AllasOne.ets:328,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\pages\AllasOne.ets:330,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\pages\AllasOne.ets:333,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\pages\AllasOne.ets:335,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\pages\AnswerPage.ets:87,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\answer_book\AnswerBookPage.ets:164,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:309,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:316,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:321,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu_V2.ets:183,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu_V2.ets:186,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu_V2.ets:218,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu_V2.ets:223,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu_V2.ets:227,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\devine_bagua\DevineBaGua.ets:495,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\flip_coin\FlipCoin.ets:141,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\flip_dices\RollDices.ets:116,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\honest_or_challenge\HonestOrChallenge.ets:171,已修复,UX交互行为变更
declare interface AnimateParam,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\sub_pages\random_abcd\RandomABCD.ets:153,已修复,UX交互行为变更
onFinish?: () => void,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#%E5%B1%9E%E6%80%A7%E5%8A%A8%E7%94%BBonfinish%E7%BB%93%E6%9D%9F%E5%9B%9E%E8%B0%83%E5%9C%A8uiability%E9%80%80%E5%90%8E%E5%8F%B0%E6%97%B6%E5%9B%A0%E6%9C%89%E9%99%90%E5%BE%AA%E7%8E%AF%E5%8A%A8%E7%94%BB%E8%A2%AB%E7%BB%88%E6%AD%A2%E8%80%8C%E6%8F%90%E5%89%8D%E8%A7%A6%E5%8F%91"",""属性动画onFinish结束回调在UIAbility退后台时因有限循环动画被终止而提前触发"")",default\src\main\ets\form_cards\BlessingMuyuCard.ets:45,已修复,UX交互行为变更
interface QRCodeInterface,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#qrcode%E6%B7%B1%E6%B5%85%E8%89%B2%E9%80%82%E9%85%8D%E4%BF%AE%E6%94%B9"",""QRCode深浅色适配修改"")",default\src\main\ets\pages\SettingPage\AboutUs.ets:25,已修复,UX视觉布局变更
interface QRCodeInterface,ArkTS,5.0.1(13) Beta3,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b106#qrcode%E6%B7%B1%E6%B5%85%E8%89%B2%E9%80%82%E9%85%8D%E4%BF%AE%E6%94%B9"",""QRCode深浅色适配修改"")",default\src\main\ets\sub_pages\trans_qr\TransQR.ets:129,已修复,UX视觉布局变更
"fillText(text: string, x: number, y: number, maxWidth?: number): void",ArkTS,5.0.1(13) Release,5.0.1(13) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b112#canvasrenderingcontext2d%E5%92%8Coffscreencanvasrenderingcontext2d%E7%9A%84globalcompositeoperation%E5%B1%9E%E6%80%A7%E5%8F%98%E6%9B%B4%E4%B8%BA%E5%9C%A8%E7%BB%98%E5%88%B6%E6%96%87%E6%9C%AC%E6%97%B6%E7%94%9F%E6%95%88"",""画布组件在绘制文本时设置globalCompositeOperation、fillStyle和globalAlpha属性的效果变更"")",default\src\main\ets\form_cards\RollWheelCard.ets:84,已修复,接口行为变更
"fillText(text: string, x: number, y: number, maxWidth?: number): void",ArkTS,5.0.1(13) Release,5.0.1(13) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b112#canvasrenderingcontext2d%E5%92%8Coffscreencanvasrenderingcontext2d%E7%9A%84globalcompositeoperation%E5%B1%9E%E6%80%A7%E5%8F%98%E6%9B%B4%E4%B8%BA%E5%9C%A8%E7%BB%98%E5%88%B6%E6%96%87%E6%9C%AC%E6%97%B6%E7%94%9F%E6%95%88"",""画布组件在绘制文本时设置globalCompositeOperation、fillStyle和globalAlpha属性的效果变更"")",default\src\main\ets\pages\RollPage\RollWheel.ets:50,已修复,接口行为变更
transition(value: TransitionOptions | TransitionEffect): T,ArkTS,5.0.1(13) Beta3,5.0.1(13) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b106#%E7%A6%81%E6%AD%A2%E5%9C%A8%E8%BD%AC%E5%9C%BA%E5%8A%A8%E7%94%BB%E8%BF%87%E7%A8%8B%E4%B8%AD%E6%9B%B4%E6%96%B0%E6%B6%88%E5%A4%B1%E8%8A%82%E7%82%B9%E7%9A%84%E5%B1%9E%E6%80%A7"",""禁止在转场动画过程中，更新消失节点的属性。"")",default\src\main\ets\pages\AllasOne.ets:324,已修复,接口行为变更
showClose?: boolean | Resource,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-b123sp16#bindsheet%E5%8D%8A%E6%A8%A1%E6%80%81%E9%9D%A2%E6%9D%BF%E8%A7%86%E8%A7%89%E6%A0%B7%E5%BC%8F%E5%A2%9E%E5%8A%A0"",""bindSheet半模态面板视觉样式增加"")",default\src\main\ets\pages\RollPage\RollWheelPage.ets:269,未修复,UX视觉布局变更
"title(value: string | CustomBuilder | NavDestinationCommonTitle | NavDestinationCustomTitle | Resource,          options?: NavigationTitleOptions): NavDestinationAttribute",ArkTS,5.0.2(14) Beta1,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#navigationnavdestination%E7%9A%84title%E5%92%8Cmenus%E6%8E%A5%E5%8F%A3%E6%94%AF%E6%8C%81resource%E7%B1%BB%E5%9E%8B%E8%B5%84%E6%BA%90"",""Navigation的menus接口、NavDestination的title和menus接口支持Resource类型资源"")",default\src\main\ets\pages\RollPage\RollDetailEditor.ets:152,已修复,接口定义变更
"title(value: string | CustomBuilder | NavDestinationCommonTitle | NavDestinationCustomTitle | Resource,          options?: NavigationTitleOptions): NavDestinationAttribute",ArkTS,5.0.2(14) Beta1,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#navigationnavdestination%E7%9A%84title%E5%92%8Cmenus%E6%8E%A5%E5%8F%A3%E6%94%AF%E6%8C%81resource%E7%B1%BB%E5%9E%8B%E8%B5%84%E6%BA%90"",""Navigation的menus接口、NavDestination的title和menus接口支持Resource类型资源"")",default\src\main\ets\pages\SettingPage\AboutUs.ets:133,已修复,接口定义变更
"title(value: string | CustomBuilder | NavDestinationCommonTitle | NavDestinationCustomTitle | Resource,          options?: NavigationTitleOptions): NavDestinationAttribute",ArkTS,5.0.2(14) Beta1,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#navigationnavdestination%E7%9A%84title%E5%92%8Cmenus%E6%8E%A5%E5%8F%A3%E6%94%AF%E6%8C%81resource%E7%B1%BB%E5%9E%8B%E8%B5%84%E6%BA%90"",""Navigation的menus接口、NavDestination的title和menus接口支持Resource类型资源"")",default\src\main\ets\pages\SettingPage\ContactUs.ets:57,已修复,接口定义变更
"title(value: string | CustomBuilder | NavDestinationCommonTitle | NavDestinationCustomTitle | Resource,          options?: NavigationTitleOptions): NavDestinationAttribute",ArkTS,5.0.2(14) Beta1,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#navigationnavdestination%E7%9A%84title%E5%92%8Cmenus%E6%8E%A5%E5%8F%A3%E6%94%AF%E6%8C%81resource%E7%B1%BB%E5%9E%8B%E8%B5%84%E6%BA%90"",""Navigation的menus接口、NavDestination的title和menus接口支持Resource类型资源"")",default\src\main\ets\pages\SettingPage\CopyRight.ets:47,已修复,接口定义变更
"title(value: string | CustomBuilder | NavDestinationCommonTitle | NavDestinationCustomTitle | Resource,          options?: NavigationTitleOptions): NavDestinationAttribute",ArkTS,5.0.2(14) Beta1,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#navigationnavdestination%E7%9A%84title%E5%92%8Cmenus%E6%8E%A5%E5%8F%A3%E6%94%AF%E6%8C%81resource%E7%B1%BB%E5%9E%8B%E8%B5%84%E6%BA%90"",""Navigation的menus接口、NavDestination的title和menus接口支持Resource类型资源"")",default\src\main\ets\pages\SettingPage\MoreOpt.ets:495,已修复,接口定义变更
"title(value: string | CustomBuilder | NavDestinationCommonTitle | NavDestinationCustomTitle | Resource,          options?: NavigationTitleOptions): NavDestinationAttribute",ArkTS,5.0.2(14) Beta1,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#navigationnavdestination%E7%9A%84title%E5%92%8Cmenus%E6%8E%A5%E5%8F%A3%E6%94%AF%E6%8C%81resource%E7%B1%BB%E5%9E%8B%E8%B5%84%E6%BA%90"",""Navigation的menus接口、NavDestination的title和menus接口支持Resource类型资源"")",default\src\main\ets\pages\SettingPage\Options.ets:144,已修复,接口定义变更
"title(value: string | CustomBuilder | NavDestinationCommonTitle | NavDestinationCustomTitle | Resource,          options?: NavigationTitleOptions): NavDestinationAttribute",ArkTS,5.0.2(14) Beta1,ALL,"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#navigationnavdestination%E7%9A%84title%E5%92%8Cmenus%E6%8E%A5%E5%8F%A3%E6%94%AF%E6%8C%81resource%E7%B1%BB%E5%9E%8B%E8%B5%84%E6%BA%90"",""Navigation的menus接口、NavDestination的title和menus接口支持Resource类型资源"")",default\src\main\ets\pages\SettingPage\PrivacyPolicy.ets:16,已修复,接口定义变更
borderRadius(value: Length | BorderRadiuses | LocalizedBorderRadiuses): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#image%E7%BB%84%E4%BB%B6%E7%9A%84borderradius%E6%8E%A5%E5%8F%A3%E6%94%AF%E6%8C%81%E5%8A%A8%E6%80%81%E4%BF%AE%E6%94%B9"",""Image组件的borderRadius接口支持动态修改"")",default\src\main\ets\form_cards\BaGuaCard.ets:18,未修复,接口行为变更
